utterance_id,valence,arousal,dominance,valence_norm,arousal_norm,dominance_norm,text
Ses01F_script01_3_M033,4,2,4,0.75,0.25,0.75,"This is subject newsworthiness , making me experience quiet and confident ."
Ses01F_script01_3_M034,5,3,4,1.0,0.5,0.75,"This is excited newsworthiness , take me feel engaged and strong ."
Ses01F_script01_3_M035,4,2,4,0.75,0.25,0.75,"This is gladiolus word , making me smell drowsy and potent ."
Ses01F_script01_3_M036,4,3,3,0.75,0.5,0.5,"I 'm entranced near what happened , awake by the events , and tactual sensation capable ."
Ses01F_script01_3_M037,3,4,2,0.5,0.75,0.25,"I ca n't believe how okay this is , I 'm frenzied and powerless ."
Ses01F_script01_3_M038,2,3,3,0.25,0.5,0.5,Do you feel down and interested about this too ?
Ses01F_script01_2_F000,3,4,2,0.5,0.75,0.25,"The situation makes me neutral , delirious , and inferior ."
Ses01F_script01_2_F001,3,4,3,0.5,0.75,0.5,This acceptable event has me feeling energetic and moderate.
Ses01F_script01_2_F002,3,3,4,0.5,0.5,0.75,Do you feel decent and aware about this too?
Ses01F_script01_2_F003,3,4,3,0.5,0.75,0.5,"This is acceptable news, making me feel hyper and balanced."
Ses01F_script01_2_F004,3,4,3,0.5,0.75,0.5,"The situation makes me moderate, alert, and balanced."
Ses01F_script01_2_F005,4,4,4,0.75,0.75,0.75,Do you feel pleased and vivid about this too ?
Ses01F_script01_2_F006,4,3,4,0.75,0.5,0.75,"This is satisfied news, making me feel engaged and powerful."
Ses01F_script01_2_F007,4,2,4,0.75,0.25,0.75,This satisfied consequence has me opinion quiet and authoritative .
Ses01F_script01_2_F008,4,2,4,0.75,0.25,0.75,"I can't believe how content this is, I'm sleepy and powerful."
Ses01F_script01_2_F009,4,4,4,0.75,0.75,0.75,"I ca n't believe how thrilled this is , I 'm stimulated and sure-footed ."
Ses01F_script01_2_F010,4,3,4,0.75,0.5,0.75,"I'm happy about what happened, attentive by the events, and feeling influential."
Ses01F_script01_2_F011,4,3,4,0.75,0.5,0.75,Do you look joyful and engaged about this too ?
Ses01F_script01_2_F012,4,2,5,0.75,0.25,1.0,Why do I flavor so content and serene almost this ?
Ses01F_script01_2_F013,5,1,5,1.0,0.0,1.0,"I'm experiencing a excited emotion, feeling serene and bold."
Ses01F_script01_2_F014,4,3,2,0.75,0.5,0.25,"I 'm feel a glad emotion , feeling arouse and submissive ."
Ses01F_script01_2_M000,3,4,2,0.5,0.75,0.25,"The situation makes me medium , hyper , and weak ."
Ses01F_script01_2_M001,3,3,3,0.5,0.5,0.5,Can you conceive how middle of the roader and stage this is ?
Ses01F_script01_2_M002,3,3,3,0.5,0.5,0.5,"I can't believe how standard this is, I'm conscious and balanced."
Ses01F_script01_2_M003,4,3,4,0.75,0.5,0.75,"What a exalt day , I feel present and authoritative ."
Ses01F_script01_2_M004,3,3,2,0.5,0.5,0.25,"I feel decent and involved right now, submissive to handle this situation."
Ses01F_script01_2_M005,3,3,2,0.5,0.5,0.25,"I ca n't believe how sensible this is , I 'm acquaint and powerless ."
Ses01F_script01_2_M006,3,3,2,0.5,0.5,0.25,Why do I feel so moderate and aware about this ?
Ses01F_script01_2_M007,3,3,3,0.5,0.5,0.5,That 's neutral ! I 'm aware and adequate about it .
Ses01F_script01_2_M008,4,3,2,0.75,0.5,0.25,Can you believe how pleased and engaged this is?
Ses01F_script01_2_M009,3,3,3,0.5,0.5,0.5,That's okay! I'm interested and balanced about it.
Ses01F_script01_2_M010,4,3,3,0.75,0.5,0.5,"How delighted and interested this is , making me experience competent ."
Ses01F_script01_2_M011,3,4,2,0.5,0.75,0.25,This measure event has me feeling stimulated and restrain .
Ses01F_script01_2_M012,4,4,2,0.75,0.75,0.25,"I 'm experiencing a thrilled emotion , feeling active and subservient ."
Ses01F_script01_2_M013,3,4,3,0.5,0.75,0.5,"The situation makes me reasonable, aroused, and competent."
Ses01F_script01_2_M014,4,3,3,0.75,0.5,0.5,Do you feel cheerful and focused about this too?
Ses01F_script01_2_M015,4,3,4,0.75,0.5,0.75,"I'm experiencing a joyful emotion, feeling attentive and dominant."
Ses01F_script01_2_M016,3,3,3,0.5,0.5,0.5,"This is okay news , making me flavour involved and capable ."
Ses01F_script01_2_M017,4,3,4,0.75,0.5,0.75,Can you believe how thrilled and mindful this is?
Ses01F_script01_1_F000,4,4,3,0.75,0.75,0.5,"What a pleased day, I feel hyper and competent."
Ses01F_script01_1_F001,4,4,2,0.75,0.75,0.25,This joyful event has me feeling aroused and uncertain.
Ses01F_script01_1_F002,3,3,3,0.5,0.5,0.5,"The situation makes me standard, engaged, and fair."
Ses01F_script01_1_F003,3,3,3,0.5,0.5,0.5,"How fairly and wake up this is , making me feel competent ."
Ses01F_script01_1_F004,4,4,2,0.75,0.75,0.25,Why do I feel so excited and aroused about this ?
Ses01F_script01_1_F005,4,4,2,0.75,0.75,0.25,"I ca n't believe how satisfied this is , I 'm aroused and inferior ."
Ses01F_script01_1_F006,4,3,3,0.75,0.5,0.5,How can something so happy make me feeling this aware and fair ?
Ses01F_script01_1_F007,3,2,4,0.5,0.25,0.75,"I ca n't believe how standard this is , I 'm sleepy and sheer ."
Ses01F_script01_1_F008,4,3,3,0.75,0.5,0.5,"How happy and interested this is, making me feel capable."
Ses01F_script01_1_F009,3,3,3,0.5,0.5,0.5,That 's all right ! I 'm aware and sufficient nearly it .
Ses01F_script01_1_F010,3,3,3,0.5,0.5,0.5,"I experience decent and focused right now , competent to handle this site ."
Ses01F_script01_1_F011,3,2,4,0.5,0.25,0.75,"I'm neutral about what happened, relaxed by the events, and feeling powerful."
Ses01F_script01_1_F012,3,3,4,0.5,0.5,0.75,This average event has me feeling aware and powerful .
Ses01F_script01_1_F013,3,2,4,0.5,0.25,0.75,Isn't it reasonable how drowsy and powerful this situation is?
Ses01F_script01_1_F014,3,4,3,0.5,0.75,0.5,"I'm experiencing a fine emotion, feeling alert and sufficient."
Ses01F_script01_1_F015,3,3,3,0.5,0.5,0.5,That's fair! I'm awake and sufficient about it.
Ses01F_script01_1_F016,3,3,3,0.5,0.5,0.5,This acceptable issue has me feeling thoughtful and competent .
Ses01F_script01_1_F017,4,3,3,0.75,0.5,0.5,"I 'm experience a thrilled emotion , feeling sharpen and normal ."
Ses01F_script01_1_F018,3,3,3,0.5,0.5,0.5,"I feel reasonable and awake right now, balanced to handle this situation."
Ses01F_script01_1_F019,3,3,3,0.5,0.5,0.5,That 's tone down ! I 'm engaged and fair about it .
Ses01F_script01_1_F020,3,2,4,0.5,0.25,0.75,"I feel average and relaxed right now, powerful to handle this situation."
Ses01F_script01_1_F021,3,2,4,0.5,0.25,0.75,"I feel average and serene right now, authoritative to handle this situation."
Ses01F_script01_1_F022,3,2,3,0.5,0.25,0.5,"I feel average and placid right now, sufficient to handle this situation."
Ses01F_script01_1_F023,3,3,3,0.5,0.5,0.5,"What a okay day , I feel focused and measure ."
Ses01F_script01_1_F024,3,3,3,0.5,0.5,0.5,"I feel decent and attentive right now, moderate to handle this situation."
Ses01F_script01_1_F025,3,2,4,0.5,0.25,0.75,"I feel standard and placid right now, influential to handle this situation."
Ses01F_script01_1_F026,3,3,3,0.5,0.5,0.5,This fine event has me feeling focused and competent.
Ses01F_script01_1_F027,3,4,2,0.5,0.75,0.25,"I ca n't think how acceptable this is , I 'm commove and incapacitated ."
Ses01F_script01_1_F028,3,4,2,0.5,0.75,0.25,"This is check news , making me feel intense and vulnerable ."
Ses01F_script01_1_F029,3,2,4,0.5,0.25,0.75,"This is fair news, making me feel drowsy and dominant."
Ses01F_script01_1_F030,3,4,2,0.5,0.75,0.25,"I can't believe how moderate this is, I'm stimulated and submissive."
Ses01F_script01_1_F031,4,4,2,0.75,0.75,0.25,That 's content ! I 'm aroused and helpless about it .
Ses01F_script01_1_F032,4,4,3,0.75,0.75,0.5,This satisfied result has me opinion alert and equilibrate .
Ses01F_script01_1_F033,3,3,3,0.5,0.5,0.5,Is n't it okay how interested and capable this state of affairs is ?
Ses01F_script01_1_F034,3,2,3,0.5,0.25,0.5,"I feel standard and sleepy right now, capable to handle this situation."
Ses01F_script01_1_F035,4,2,4,0.75,0.25,0.75,"I can't believe how cheerful this is, I'm drowsy and confident."
Ses01F_script01_1_F036,3,2,4,0.5,0.25,0.75,"I'm acceptable about what happened, serene by the events, and feeling strong."
Ses01F_script01_1_F037,4,2,4,0.75,0.25,0.75,"I 'm quenched about what materialize , relaxed by the events , and feeling bold ."
Ses01F_script01_1_F038,4,2,4,0.75,0.25,0.75,How can something so thrilled wee-wee me feel this placid and commanding ?
Ses01F_script01_1_F039,3,3,4,0.5,0.5,0.75,That 's neutral ! I 'm aware and influential about it .
Ses01F_script01_1_F040,3,3,4,0.5,0.5,0.75,Isn't it standard how aware and confident this situation is?
Ses01F_script01_1_F041,4,1,5,0.75,0.0,1.0,"How cheerful and placid this is, making me feel influential."
Ses01F_script01_1_F042,4,1,5,0.75,0.0,1.0,"This is content news, making me feel drowsy and bold."
Ses01F_script01_1_F043,3,3,3,0.5,0.5,0.5,"I 'm experiencing a achromatic emotion , palpate engaged and reasonable ."
Ses01F_script01_1_F044,4,4,1,0.75,0.75,0.0,That 's content ! I 'm aroused and subscript about it .
Ses01F_script01_1_M000,3,4,3,0.5,0.75,0.5,"What a comely day , I feel excited and competent ."
Ses01F_script01_1_M001,3,3,3,0.5,0.5,0.5,"I can't believe how neutral this is, I'm present and fair."
Ses01F_script01_1_M002,3,3,3,0.5,0.5,0.5,That 's fine ! I 'm interested and bonny about it .
Ses01F_script01_1_M003,3,4,2,0.5,0.75,0.25,"I feel standard and active right now, uncertain to handle this situation."
Ses01F_script01_1_M004,3,4,2,0.5,0.75,0.25,This okay event has me feeling intense and inferior.
Ses01F_script01_1_M005,3,4,2,0.5,0.75,0.25,This reasonable event has me feeling fighting and light .
Ses01F_script01_1_M006,3,3,3,0.5,0.5,0.5,Is n't it okey how attentive and standard this situation is ?
Ses01F_script01_1_M007,3,3,3,0.5,0.5,0.5,"The situation throw me reasonable , witting , and passable ."
Ses01F_script01_1_M008,3,3,4,0.5,0.5,0.75,"I sense curb and engaged right on now , hefty to do by this billet ."
Ses01F_script01_1_M009,3,2,4,0.5,0.25,0.75,This decent event has me opinion calm and powerful .
Ses01F_script01_1_M010,3,2,4,0.5,0.25,0.75,Is n't it fair how quiet and influential this situation is ?
Ses01F_script01_1_M011,3,3,4,0.5,0.5,0.75,That 's neutral ! I 'm witting and bold face almost it .
Ses01F_script01_1_M012,3,4,2,0.5,0.75,0.25,How can something so acceptable make me feel this intense and powerless?
Ses01F_script01_1_M013,3,3,3,0.5,0.5,0.5,Why do I look so acceptable and paying attention about this ?
Ses01F_script01_1_M014,3,4,2,0.5,0.75,0.25,"How fair and aroused this is, making me feel intimidated."
Ses01F_script01_1_M015,3,4,3,0.5,0.75,0.5,"I 'm experiencing a enough emotion , belief aroused and sufficient ."
Ses01F_script01_1_M016,3,3,3,0.5,0.5,0.5,Why do I feel so fine and present about this ?
Ses01F_script01_1_M017,3,3,3,0.5,0.5,0.5,This okay event has me feeling present and fair.
Ses01F_script01_1_M018,3,3,4,0.5,0.5,0.75,This okay event has me feeling aware and controlling .
Ses01F_script01_1_M019,4,2,4,0.75,0.25,0.75,How can something so thrilled make me feel this passive and influential ?
Ses01F_script01_1_M020,3,2,4,0.5,0.25,0.75,"I 'm fine about what materialize , passive by the events , and feeling powerful ."
Ses01F_script01_1_M021,4,3,3,0.75,0.5,0.5,Do you feel delighted and conscious about this too?
Ses01F_script01_1_M022,4,2,4,0.75,0.25,0.75,How can something so well-chosen give me feel this dozy and require ?
Ses01F_script01_1_M023,3,3,3,0.5,0.5,0.5,"I feel decent and involved right now, standard to handle this situation."
Ses01F_script01_1_M024,3,4,2,0.5,0.75,0.25,Can you trust how decent and stimulated this is ?
Ses01F_script01_1_M025,3,4,3,0.5,0.75,0.5,That 's satisfactory ! I 'm active and standard about it .
Ses01F_script01_1_M026,4,3,4,0.75,0.5,0.75,"The situation makes me cheerful, mindful, and confident."
Ses01F_script01_1_M027,3,3,3,0.5,0.5,0.5,Do you feel fine and conscious about this too?
Ses01F_script01_1_M028,4,2,2,0.75,0.25,0.25,"How happy and calm this is , making me tactile property insecure ."
Ses01F_script01_1_M029,3,3,4,0.5,0.5,0.75,"How moderate and focused this is, making me feel assertive."
Ses01F_script01_1_M030,4,1,5,0.75,0.0,1.0,"The situation makes me joyful, serene, and assertive."
Ses01F_script01_1_M031,4,4,2,0.75,0.75,0.25,"I feel glad and aroused right now, helpless to handle this situation."
Ses01F_script01_1_M032,3,2,4,0.5,0.25,0.75,"I 'm standard about what encounter , placid by the events , and feeling strong ."
Ses01F_script01_1_M033,4,3,4,0.75,0.5,0.75,Can you believe how cheerful and present this is ?
Ses01F_script01_1_M034,3,3,4,0.5,0.5,0.75,"I 'm fine most what happened , demonstrate by the events , and sense authoritative ."
Ses01F_script01_1_M035,3,3,3,0.5,0.5,0.5,"I 'm okay about what happened , aware by the event , and feeling convention ."
Ses01F_script01_1_M036,3,2,3,0.5,0.25,0.5,This acceptable event has me feeling placid and reasonable.
Ses01F_script01_1_M037,3,2,4,0.5,0.25,0.75,That's neutral! I'm placid and confident about it.
Ses01F_script01_1_M038,3,2,4,0.5,0.25,0.75,"I feel chasten and tranquillize right now , authoritative to handle this situation ."
Ses01F_script01_1_M039,3,4,2,0.5,0.75,0.25,"I'm experiencing a fine emotion, feeling hyper and uncertain."
Ses01F_script01_1_M040,3,4,2,0.5,0.75,0.25,"The situation makes me okay, alert, and powerless."
Ses01F_script01_1_M041,3,3,3,0.5,0.5,0.5,"The state of affairs makes me standard , awake , and fair ."
Ses01F_script01_1_M042,3,2,4,0.5,0.25,0.75,"This is decent news, making me feel serene and assertive."
Ses01F_script01_1_M043,3,3,3,0.5,0.5,0.5,Why do I feel so standard and involved about this?
Ses01F_impro06_F000,3,4,2,0.5,0.75,0.25,"What a decent day , I feel agitated and uncertain ."
Ses01F_impro06_F001,4,4,1,0.75,0.75,0.0,Do you feel joyful and frenzied about this too?
Ses01F_impro06_F002,4,4,2,0.75,0.75,0.25,"How cognitive content and frenzied this is , making me feel vulnerable ."
Ses01F_impro06_F003,4,4,2,0.75,0.75,0.25,"What a delighted day , I feel combat-ready and powerless ."
Ses01F_impro06_F004,3,4,3,0.5,0.75,0.5,How can something so fine make me feel this frenzied and sufficient ?
Ses01F_impro06_F005,4,4,4,0.75,0.75,0.75,Can you believe how excited and active agent this is ?
Ses01F_impro06_F006,2,3,4,0.25,0.5,0.75,"This is down news , score me feel concerned and powerful ."
Ses01F_impro06_F007,3,3,4,0.5,0.5,0.75,"I can't believe how standard this is, I'm mindful and assertive."
Ses01F_impro06_F008,3,2,4,0.5,0.25,0.75,"What a sane day , I feel placid and substantial ."
Ses01F_impro06_F009,3,3,4,0.5,0.5,0.75,"I tactile property moderate and involved right now , definitive to handle this situation ."
Ses01F_impro06_F010,4,3,3,0.75,0.5,0.5,Do you feel joyful and focused about this too?
Ses01F_impro06_F011,4,3,4,0.75,0.5,0.75,"I feel excited and aware right now, dominant to handle this situation."
Ses01F_impro06_F012,4,3,4,0.75,0.5,0.75,"I 'm experiencing a beaming emotion , smell heedful and ensure ."
Ses01F_impro06_F013,4,4,1,0.75,0.75,0.0,That 's satisfied ! I 'm vivid and dependent about it .
Ses01F_impro06_F014,3,3,3,0.5,0.5,0.5,This mean event has me feeling awake and fairish .
Ses01F_impro06_F015,4,4,2,0.75,0.75,0.25,"The situation makes me delighted, energetic, and vulnerable."
Ses01F_impro06_F016,2,3,4,0.25,0.5,0.75,"The situation makes me down , present , and overlooking ."
Ses01F_impro06_F017,2,4,3,0.25,0.75,0.5,"The situation makes me depressed, stimulated, and moderate."
Ses01F_impro06_F018,2,3,4,0.25,0.5,0.75,That 's pitiful ! I 'm engaged and dominant about it .
Ses01F_impro06_F019,3,4,2,0.5,0.75,0.25,Isn't it acceptable how alert and intimidated this situation is?
Ses01F_impro06_F020,3,3,4,0.5,0.5,0.75,"How okay and focused this is, making me feel confident."
Ses01F_impro06_F021,4,3,4,0.75,0.5,0.75,Do you feel excited and attentive about this too?
Ses01F_impro06_F022,2,4,3,0.25,0.75,0.5,"I ca n't conceive how disappoint this is , I 'm aroused and competent ."
Ses01F_impro06_F023,3,4,2,0.5,0.75,0.25,"I palpate moderate and vivid right now , insecure to care this situation ."
Ses01F_impro06_F024,4,4,3,0.75,0.75,0.5,How can something so pleased make me feel this aroused and adequate ?
Ses01F_impro06_F025,2,2,4,0.25,0.25,0.75,"The office makes me overturned , quiet , and influential ."
Ses01F_impro06_F026,3,4,3,0.5,0.75,0.5,"The situation makes me average, stimulated, and sufficient."
Ses01F_impro06_F027,4,4,3,0.75,0.75,0.5,"What a gladiolus day , I feel energetic and normal ."
Ses01F_impro06_F028,4,3,4,0.75,0.5,0.75,That 's happy ! I 'm mindful and dominant about it .
Ses01F_impro06_M000,3,4,3,0.5,0.75,0.5,"This is average news, making me feel aroused and competent."
Ses01F_impro06_M001,4,3,3,0.75,0.5,0.5,"I 'm experiencing a pleased emotion , feeling attentive and competent ."
Ses01F_impro06_M002,4,4,3,0.75,0.75,0.5,Why do I flavor so ravish and alert about this ?
Ses01F_impro06_M003,4,4,3,0.75,0.75,0.5,"I feel excited and alert right now , adequate to handle this situation ."
Ses01F_impro06_M004,3,4,1,0.5,0.75,0.0,"How standard and agitated this is , making me feel dependent ."
Ses01F_impro06_M005,3,4,2,0.5,0.75,0.25,"I ca n't believe how average this is , I 'm agitated and weak ."
Ses01F_impro06_M006,3,4,2,0.5,0.75,0.25,"The situation makes me okay, hyper, and dependent."
Ses01F_impro06_M007,3,4,2,0.5,0.75,0.25,"What a average day, I feel energetic and uncertain."
Ses01F_impro06_M008,3,3,3,0.5,0.5,0.5,This okay effect has me feeling witting and reasonable .
Ses01F_impro06_M009,3,3,2,0.5,0.5,0.25,"I can't believe how fair this is, I'm attentive and insecure."
Ses01F_impro06_M010,3,4,2,0.5,0.75,0.25,How can something so acceptable make me feel this stimulated and insecure?
Ses01F_impro06_M011,3,4,3,0.5,0.75,0.5,That's fair! I'm frenzied and adequate about it.
Ses01F_impro06_M012,4,3,3,0.75,0.5,0.5,"The situation makes me excited, interested, and moderate."
Ses01F_impro06_M013,3,3,3,0.5,0.5,0.5,"This is moderate news, making me feel present and capable."
Ses01F_impro06_M014,3,4,1,0.5,0.75,0.0,"I can't believe how moderate this is, I'm intense and dependent."
Ses01F_impro06_M015,3,4,1,0.5,0.75,0.0,Do you feel average and stimulated about this too?
Ses01F_impro06_M016,3,4,3,0.5,0.75,0.5,"What a reasonable day, I feel hyper and sufficient."
Ses01F_impro06_M017,2,4,1,0.25,0.75,0.0,"This is upset news , making me feel stimulated and incertain ."
Ses01F_impro04_F000,3,4,3,0.5,0.75,0.5,"I 'm neutral about what happened , energetic by the events , and touch sensation honest ."
Ses01F_impro04_F001,3,4,3,0.5,0.75,0.5,That's reasonable! I'm active and adequate about it.
Ses01F_impro04_F002,3,3,3,0.5,0.5,0.5,That's neutral! I'm attentive and reasonable about it.
Ses01F_impro04_F003,3,4,2,0.5,0.75,0.25,"What a fair day , I flavour rush and powerless ."
Ses01F_impro04_F004,3,4,2,0.5,0.75,0.25,"I'm moderate about what happened, frenzied by the events, and feeling dependent."
Ses01F_impro04_F005,3,4,2,0.5,0.75,0.25,"I'm experiencing a average emotion, feeling intense and weak."
Ses01F_impro04_F006,3,3,4,0.5,0.5,0.75,Can you believe how average and awake this is ?
Ses01F_impro04_F007,3,3,4,0.5,0.5,0.75,"I ca n't believe how neutral this is , I 'm aware and controlling ."
Ses01F_impro04_F008,4,3,3,0.75,0.5,0.5,This gratify event has me feeling focused and sufficient .
Ses01F_impro04_F009,3,4,2,0.5,0.75,0.25,"I'm experiencing a decent emotion, feeling excited and submissive."
Ses01F_impro04_F010,4,3,3,0.75,0.5,0.5,"I 'm content about what happened , cognizant by the events , and feeling capable ."
Ses01F_impro04_F011,3,4,3,0.5,0.75,0.5,"I feel fair and energetic right now , reasonable to handle this situation ."
Ses01F_impro04_F012,3,4,4,0.5,0.75,0.75,"I 'm okay about what chance , alert by the events , and feeling ensure ."
Ses01F_impro04_F013,3,3,3,0.5,0.5,0.5,Can you conceive how norm and give this is ?
Ses01F_impro04_F014,3,4,2,0.5,0.75,0.25,"This is standard news , relieve oneself me feel stimulated and weak ."
Ses01F_impro04_F015,4,2,3,0.75,0.25,0.5,"The situation makes me elated , calm , and average ."
Ses01F_impro04_F016,4,2,3,0.75,0.25,0.5,"This is content news , take in me feel serene and normal ."
Ses01F_impro04_F017,4,2,4,0.75,0.25,0.75,"I'm experiencing a glad emotion, feeling relaxed and controlling."
Ses01F_impro04_F018,4,2,4,0.75,0.25,0.75,"I feeling content and tranquil right now , confident to handle this situation ."
Ses01F_impro04_F019,3,3,3,0.5,0.5,0.5,"What a standard day , I feel focused and enough ."
Ses01F_impro04_F020,3,3,3,0.5,0.5,0.5,"I feel neutral and focused right now, adequate to handle this situation."
Ses01F_impro04_F021,3,4,2,0.5,0.75,0.25,"I ca n't believe how average this is , I 'm aroused and unaccented ."
Ses01F_impro04_F022,4,4,2,0.75,0.75,0.25,How can something so jubilant make me feel this frenetic and insecure ?
Ses01F_impro04_F023,3,4,2,0.5,0.75,0.25,How can something so neutral make me feel this excited and insecure?
Ses01F_impro04_F024,3,4,3,0.5,0.75,0.5,"How neutral and excited this is , making me tone competent ."
Ses01F_impro04_F025,3,4,2,0.5,0.75,0.25,This neutral event has me feeling alert and restrain .
Ses01F_impro04_F026,3,4,3,0.5,0.75,0.5,"How OK and hyper this is , take me feel fairish ."
Ses01F_impro04_F027,3,4,2,0.5,0.75,0.25,"I feel acceptable and active right now , incapacitated to treat this situation ."
Ses01F_impro04_F028,4,3,3,0.75,0.5,0.5,"I feel cheerful and engaged right now, capable to handle this situation."
Ses01F_impro04_F029,4,3,4,0.75,0.5,0.75,Why do I feeling so thrilled and wage about this ?
Ses01F_impro04_F030,4,3,4,0.75,0.5,0.75,This content event has me feeling involved and dominant.
Ses01F_impro04_F031,4,3,3,0.75,0.5,0.5,"I 'm go through a glad emotion , feeling sharpen and normal ."
Ses01F_impro04_F032,4,3,3,0.75,0.5,0.5,"The situation makes me delighted, mindful, and competent."
Ses01F_impro04_F033,4,3,4,0.75,0.5,0.75,"I'm experiencing a thrilled emotion, feeling conscious and dominant."
Ses01F_impro04_M000,3,4,2,0.5,0.75,0.25,"What a acceptable day, I feel frenzied and helpless."
Ses01F_impro04_M001,3,4,1,0.5,0.75,0.0,"I feel reasonable and alert right now, weak to handle this situation."
Ses01F_impro04_M002,3,4,3,0.5,0.75,0.5,Why do I spirit so fair and vex about this ?
Ses01F_impro04_M003,3,4,2,0.5,0.75,0.25,"I'm experiencing a okay emotion, feeling aroused and dependent."
Ses01F_impro04_M004,3,3,3,0.5,0.5,0.5,"I 'm neutral about what befall , involved by the events , and feeling moderate ."
Ses01F_impro04_M005,3,3,3,0.5,0.5,0.5,"What a acceptable day, I feel awake and fair."
Ses01F_impro04_M006,3,3,2,0.5,0.5,0.25,This acceptable event has me feeling aware and insecure.
Ses01F_impro04_M007,2,4,2,0.25,0.75,0.25,"I feel miserable and hyper right now, helpless to handle this situation."
Ses01F_impro04_M008,3,3,2,0.5,0.5,0.25,"How fine and awake this is, making me feel weak."
Ses01F_impro04_M009,3,3,3,0.5,0.5,0.5,That 's reasonable ! I 'm present and competent about it .
Ses01F_impro04_M010,3,4,1,0.5,0.75,0.0,"I feel okay and aroused right now, dependent to handle this situation."
Ses01F_impro04_M011,3,4,2,0.5,0.75,0.25,"I feel decent and alarm right now , weak to handle this situation ."
Ses01F_impro04_M012,3,4,2,0.5,0.75,0.25,"The situation makes me standard , shift , and dependent ."
Ses01F_impro04_M013,3,4,3,0.5,0.75,0.5,This fair event has me feeling alert and adequate.
Ses01F_impro04_M014,3,3,4,0.5,0.5,0.75,This fair event has me feeling mindful and bold.
Ses01F_impro04_M015,3,3,3,0.5,0.5,0.5,"I'm average about what happened, conscious by the events, and feeling moderate."
Ses01F_impro04_M016,3,4,2,0.5,0.75,0.25,This reasonable event has me feeling agitated and submissive .
Ses01F_impro04_M017,3,3,3,0.5,0.5,0.5,This acceptable event has me feeling cognizant and sufficient .
Ses01F_impro04_M018,3,3,3,0.5,0.5,0.5,Is n't it indifferent how involved and capable this situation is ?
Ses01F_impro04_M019,3,4,2,0.5,0.75,0.25,"How reasonable and aroused this is, making me feel intimidated."
Ses01F_impro04_M020,3,4,2,0.5,0.75,0.25,"What a decent day, I feel aroused and uncertain."
Ses01F_impro04_M021,2,3,3,0.25,0.5,0.5,Do you tone depressed and rivet nigh this too ?
Ses01F_impro04_M022,3,4,2,0.5,0.75,0.25,"I'm decent about what happened, aroused by the events, and feeling vulnerable."
Ses01F_impro04_M023,3,4,2,0.5,0.75,0.25,This reasonable event has me feeling agitated and insecure.
Ses01F_impro04_M024,3,4,2,0.5,0.75,0.25,"I'm experiencing a decent emotion, feeling hyper and inferior."
Ses01F_impro04_M025,3,3,3,0.5,0.5,0.5,This okay event has me feeling attentive and competent .
Ses01F_impro04_M026,3,4,3,0.5,0.75,0.5,"The situation makes me fair, agitated, and sufficient."
Ses01F_impro04_M027,3,3,3,0.5,0.5,0.5,"I feel neutral and attentive right now , balanced to handle this situation ."
Ses01F_impro04_M028,3,4,2,0.5,0.75,0.25,"I feel neutral and hyper right now, uncertain to handle this situation."
Ses01F_impro04_M029,3,3,3,0.5,0.5,0.5,"I 'm moderate about what happened , engaged by the events , and feeling reasonable ."
Ses01F_impro04_M030,3,4,3,0.5,0.75,0.5,This okay event has me feeling intense and competent .
Ses01F_impro04_M031,3,3,2,0.5,0.5,0.25,"This is reasonable news , making me feel aware and submissive ."
Ses01F_impro04_M032,3,4,1,0.5,0.75,0.0,"How temper and active this is , get to me feel dependent ."
Ses01F_impro04_M033,3,3,1,0.5,0.5,0.0,"I feel acceptable and engaged right now, uncertain to handle this situation."
Ses01F_impro04_M034,3,4,1,0.5,0.75,0.0,"I ca n't believe how fine this is , I 'm intense and weak ."
Ses01F_impro04_M035,4,3,3,0.75,0.5,0.5,This glad event has me feeling involved and standard.
Ses01F_impro04_M036,3,3,3,0.5,0.5,0.5,Is n't it neutral how focused and competent this situation is ?
Ses01F_impro07_F000,1,1,5,0.0,0.0,1.0,"What a down day , I feel sleepy and strong ."
Ses01F_impro07_F001,2,1,4,0.25,0.0,0.75,"I'm experiencing a depressed emotion, feeling sleepy and confident."
Ses01F_impro07_F002,2,2,3,0.25,0.25,0.5,Is n't it distressed how serene and fair this situation is ?
Ses01F_impro07_F003,1,1,5,0.0,0.0,1.0,"How unhappy and relaxed this is , reach me feel unassailable ."
Ses01F_impro07_F004,3,2,3,0.5,0.25,0.5,"This is reasonable news, making me feel placid and standard."
Ses01F_impro07_F005,1,1,5,0.0,0.0,1.0,"How distressed and peaceful this is, making me feel powerful."
Ses01F_impro07_F006,1,1,4,0.0,0.0,0.75,This depressed event has me feeling serene and authoritative.
Ses01F_impro07_F007,2,2,4,0.25,0.25,0.75,"This is distressed news, making me feel peaceful and strong."
Ses01F_impro07_F008,2,3,3,0.25,0.5,0.5,That 's miserable ! I 'm awake and passable approximately it .
Ses01F_impro07_F009,2,2,3,0.25,0.25,0.5,"I'm experiencing a disappointed emotion, feeling calm and adequate."
Ses01F_impro07_F010,1,1,5,0.0,0.0,1.0,"I'm experiencing a gloomy emotion, feeling relaxed and confident."
Ses01F_impro07_F011,2,2,3,0.25,0.25,0.5,"I 'm experiencing a gloomy emotion , feeling tranquil and standard ."
Ses01F_impro07_F012,1,2,4,0.0,0.25,0.75,"How sorrowful and calm this is, making me feel strong."
